750398819;Produkt übertragen.
756031301;Rakete im Anflug.
757274367;Technologie installiert.
760990899;Heimatplanet festgelegt.
768295468;Sauerstoff knapp.
769144390;Unzureichende Ressourcen.
770752691;Scanner beschädigt, Reparatur erforderlich.
774834164;Wetterupdate. Sturm zieht ab.
776652442;Feindliche Rakete im Anflug.
780959188;Keine freien Plätze im Anzuginventar.
781094525;Warnung. Schild beschädigt.
781458145;Ausrüstung beschädigt.
792296351;Technologie wieder aufgeladen.
797446331;Feindliches System. Waffen aktivieren.
797567920;Giftiger Schutz lässt nach.
808789373;Lebenserhaltungssysteme aktiviert.
811360087;Neuer Assistent rekrutiert.
824368356;Extreme unterirdische Strahlung erkannt.
825969836;Lebenserhaltungsenergie niedrig.
863051935;Planet mit extremer Gefahr entdeckt.
871932351;Schutzschild ausgefallen.
884631197;Waffenladung erschöpft.
891464212;Treibstoff erschöpft.
899320928;Wärmeschutz offline.
899453751; Strahlungsleck entdeckt.
906001973;Sprung.
906332741;Navigationsdaten zur Datenbank hinzugefügt.
911201958;Unzureichende Einheiten. Motivationshinweis: Ich werde bei dir bleiben, bis du stirbst.
911633476;Benutzer-Initialisierungssequenz abgeschlossen.
925087453;Elementressourcen erfolgreich in Schiffsinventar übertragen.
929033162;Gerät kritisch beschädigt.
934987809;Keine aktive Technologie im Multitool.
935180311;Neues Schiff jetzt verfügbar.
943635243;Notfall. Lebenszeichen schwach.
951631813;Temperaturwerte stabilisieren sich.
957514183;Warnung. Strahlungsleck.
965460983;Außer Reichweite. Zurück zur Basis.
968718536;Feindliche Schiffe nähern sich.
968836370;Extreme Kälteschäden festgestellt.
969545875;Elementressourcen erfolgreich übertragen.
972765308;Rakete erfasst und bereit.
973658086;Warnung. Toxischer Regen.
974964870;Fahrzeug beschädigt.
976899439;Extreme Nachttemperaturen festgestellt.
980411923;Produkt erhalten.
984473045;Warnung. Feindliches System.
985789170;Produkt hergestellt.
990719346;Neues System entdeckt.
1003218333;Warnung.
1006934470;Multitool und Bergbau-Laseraufsatz betriebsbereit.
1010781808;Bericht zur Datenbank hinzufügen.
1015651622;Warnung.
1023688906;Triebwerke offline. Raumstation in der Nähe.
1032826641;Wetterwarnung. Sturm im Anzug.
1037434146;Außenansicht ausgewählt.
1038991804;Neue Technologie entdeckt.
1045889204;Fahrzeug angefordert.
1061736374;Notfall. Lebenserhaltungssystem offline.
1063828486;Toxische Schäden erkannt.
